geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
79467,-10.179556,-49.55282,cidade 3 pi,PI
43422,-5.648708,-48.851377,belo horizonte,MG
43422,-27.545775,-71.016806,belo horizonte,MG
20363,-6.33355,-60.181203,maringa,PR
20363,-31.904507,-65.927124,maringa,PR
20363,-27.84943,-51.89788,maringa,PR
22119,-21.546464,-65.248761,cidade 2 al,AL
16755,-33.049723,-62.619229,cidade 1 pa,PA
16755,-7.633958,-63.202498,cidade 1 pa,PA
16755,-2.526075,-49.588474,cidade 1 pa,PA
89294,-28.605823,-51.832375,blumenau,SC
89294,-2.372093,-62.601126,blumenau,SC
34662,-31.847828,-57.189881,cidade 1 ms,MS
34662,-23.102128,-36.639219,cidade 1 ms,MS
34662,-21.180357,-43.376518,cidade 1 ms,MS
98008,-28.735694,-45.356789,cidade 3 rn,RN
37379,-16.764776,-50.775549,cidade 2 ma,MA
37379,-32.414378,-36.352974,cidade 2 ma,MA
37379,-18.969217,-41.350241,cidade 2 ma,MA
49739,-9.461405,-36.77034,cidade 2 mt,MT
37762,-32.796978,-55.917717,cidade 1 pi,PI
37762,-16.61243,-57.78657,cidade 1 pi,PI
25376,-14.608775,-52.321138,cidade 3 al,AL
25376,-18.322242,-46.606752,cidade 3 al,AL
41797,-26.718492,-48.994405,cidade 2 es,ES
41797,-2.217116,-42.543347,cidade 2 es,ES
36805,-19.247968,-50.063954,cidade 3 pb,PB
82362,-23.702247,-37.674763,goiania,GO
82362,-30.975959,-73.265639,goiania,GO
59894,-13.116306,-38.236764,feira de santana,BA
59894,-7.378934,-55.497637,feira de santana,BA
57088,-33.647691,-46.958539,sobral,CE
77215,-31.665452,-65.477371,feira de santana,BA
22924,-13.360056,-46.957703,cidade 2 mt,MT
22924,-20.837242,-44.822537,cidade 2 mt,MT
36624,-16.12303,-59.123035,cidade 2 am,AM
15992,-16.689288,-60.655566,anapolis,GO
29126,-7.512038,-72.296328,cidade 1 ma,MA
86550,-31.68577,-73.091344,guarulhos,SP
86550,-33.500672,-68.048044,guarulhos,SP
48691,-29.423206,-69.33629,cidade 2 ma,MA
40149,-20.916769,-41.495237,caxias do sul,RS
40149,-5.470729,-36.993031,caxias do sul,RS
40149,-32.348647,-70.154282,caxias do sul,RS
75444,-32.544997,-37.822289,goiania,GO
75444,-6.818826,-44.13045,goiania,GO
75444,-4.84991,-38.371213,goiania,GO
54245,-21.464656,-66.239075,cidade 3 ma,MA
54245,-25.023932,-50.908336,cidade 3 ma,MA
54245,-33.532325,-58.962649,cidade 3 ma,MA
94108,-19.605244,-53.63987,joinville,SC
94108,-18.297595,-71.367219,joinville,SC
32050,-24.603917,-61.977802,cidade 2 es,ES
32185,-8.135131,-37.140651,cidade 2 es,ES
74004,-26.291283,-66.882602,contagem,MG
74004,-28.860834,-67.964277,contagem,MG
94123,-15.372341,-63.839916,pelotas,RS
14433,-4.239046,-38.041921,cidade 3 pi,PI
97584,-17.328115,-58.801699,cidade 1 rn,RN
97584,-19.725843,-68.197114,cidade 1 rn,RN
64053,-4.686756,-54.948934,sao paulo,SP
40334,-7.448404,-64.000444,contagem,MG
11198,-8.289803,-50.632907,rio de janeiro,RJ
11198,-23.488501,-72.491086,rio de janeiro,RJ
58916,-10.89267,-37.789178,londrina,PR
97392,-4.596088,-70.630127,nova iguacu,RJ
96413,-12.27297,-42.90281,cidade 2 al,AL
96413,-4.115325,-41.297217,cidade 2 al,AL
96413,-25.193003,-53.377404,cidade 2 al,AL
79758,-11.24129,-36.851584,fortaleza,CE
79758,-13.748664,-35.937762,fortaleza,CE
12192,-1.953076,-67.228393,cidade 1 ma,MA
80220,-2.420975,-48.451832,cidade 2 pa,PA
75826,-20.168552,-64.316281,cidade 1 pi,PI
66436,-27.904172,-69.389088,cidade 3 rn,RN
66436,-18.746848,-61.374521,cidade 3 rn,RN
24026,-19.402984,-37.027767,cidade 1 rn,RN
24026,-6.443186,-36.297877,cidade 1 rn,RN
24026,-28.737643,-67.856253,cidade 1 rn,RN
29516,-30.789842,-65.831395,cidade 3 al,AL
29516,-7.795963,-68.806895,cidade 3 al,AL
79003,-30.280505,-53.411176,maringa,PR
45038,-19.962438,-45.277306,joinville,SC
45038,-7.322702,-62.949083,joinville,SC
58896,-5.133346,-66.944629,cidade 1 am,AM
58896,-9.618395,-52.213597,cidade 1 am,AM
58896,-17.582366,-66.263684,cidade 1 am,AM
84055,-32.282125,-41.287717,cidade 2 pi,PI
39603,-13.927903,-64.8917,maringa,PR
39603,-11.15561,-38.142965,maringa,PR
95686,-21.057535,-56.339693,florianopolis,SC
95686,-6.673735,-67.071783,florianopolis,SC
14152,-32.677821,-67.774641,cidade 3 pi,PI
14152,-8.117196,-50.100337,cidade 3 pi,PI
59436,-3.161243,-61.705233,niteroi,RJ
59436,-13.998824,-71.160256,niteroi,RJ
93459,-32.357504,-42.932449,cidade 1 ma,MA
93459,-17.783994,-35.426207,cidade 1 ma,MA
93459,-24.080891,-34.890573,cidade 1 ma,MA
20837,-5.763269,-35.291575,sao paulo,SP
20837,-2.365763,-48.956153,sao paulo,SP
94529,-10.027052,-38.34689,caucaia,CE
94529,-22.583231,-55.842951,caucaia,CE
22499,-25.782708,-42.02479,cidade 3 am,AM
40115,-19.158435,-60.42722,cidade 1 mt,MT
40115,-25.474272,-55.695431,cidade 1 mt,MT
40115,-9.59193,-65.614761,cidade 1 mt,MT
84289,-16.867677,-40.707657,maringa,PR
19744,-28.983496,-43.28509,fortaleza,CE
81176,-7.671895,-43.890341,cidade 2 pb,PB
33508,-2.664091,-63.849007,cidade 1 ma,MA
33508,-10.003597,-49.20543,cidade 1 ma,MA
12052,-17.562294,-61.969846,cidade 2 al,AL
28899,-8.814658,-62.574995,cidade 3 pi,PI
28899,-19.864436,-61.960661,cidade 3 pi,PI
28899,-13.415231,-48.577275,cidade 3 pi,PI
62205,-4.880907,-72.724328,cidade 3 am,AM
31292,-28.68305,-69.985105,cidade 2 al,AL
61007,-26.152113,-57.645473,cidade 3 ma,MA
61007,-9.255166,-39.003812,cidade 3 ma,MA
53480,-24.207498,-38.744383,cidade 3 pb,PB
53480,-27.199761,-35.188429,cidade 3 pb,PB
53480,-28.137905,-35.640482,cidade 3 pb,PB
28343,-2.038892,-61.948792,rio verde,GO
20279,-10.339217,-65.362,cidade 3 am,AM
20279,-21.180609,-53.775421,cidade 3 am,AM
17038,-1.857147,-43.629061,cidade 2 pa,PA
19963,-14.362945,-45.18968,rio de janeiro,RJ
19963,-20.282804,-59.634584,rio de janeiro,RJ
19963,-18.057899,-59.488215,rio de janeiro,RJ
88067,-4.577343,-68.083523,ilheus,BA
88067,-33.528899,-43.11954,ilheus,BA
88067,-26.559078,-46.536263,ilheus,BA
13883,-33.676612,-66.008271,anapolis,GO
13883,-7.553942,-55.651009,anapolis,GO
13883,-20.885962,-42.919589,anapolis,GO
74304,-4.623656,-47.625169,cidade 2 ms,MS
59207,-2.342658,-70.017423,maringa,PR
59207,-23.66419,-70.414394,maringa,PR
86791,-22.196823,-43.713476,olinda,PE
91083,-13.134321,-41.144818,cidade 1 pb,PB
19634,-31.466985,-64.385047,florianopolis,SC
59807,-28.517206,-71.033567,rio de janeiro,RJ
59807,-22.130479,-55.810509,rio de janeiro,RJ
30221,-4.001642,-60.688962,cidade 3 es,ES
30221,-15.067565,-71.389573,cidade 3 es,ES
30221,-27.175635,-50.434432,cidade 3 es,ES
57277,-21.933427,-59.467256,cidade 2 es,ES
57277,-19.514761,-44.873771,cidade 2 es,ES
57277,-9.371475,-44.195131,cidade 2 es,ES
50405,-5.542368,-59.407849,belo horizonte,MG
23399,-12.526164,-50.299274,caruaru,PE
66489,-31.693507,-48.701512,belo horizonte,MG
77166,-24.17472,-73.308397,olinda,PE
77166,-29.20574,-54.814436,olinda,PE
21746,-9.474517,-47.416205,recife,PE
88240,-20.877549,-62.596168,goiania,GO
88240,-19.279056,-57.749165,goiania,GO
60493,-15.818433,-41.28227,cidade 2 ma,MA
60829,-28.107781,-40.136893,campinas,SP
60829,-3.524071,-39.830794,campinas,SP
60829,-7.541767,-57.588206,campinas,SP
83339,-11.252271,-69.972098,cidade 3 am,AM
84967,-25.738566,-44.707794,cidade 1 al,AL
84967,-18.880974,-64.958492,cidade 1 al,AL
59903,-17.455074,-40.538438,cidade 3 pa,PA
59903,-5.885491,-35.093177,cidade 3 pa,PA
59903,-24.774825,-63.494125,cidade 3 pa,PA
49469,-19.750469,-38.898831,caxias do sul,RS
18292,-14.580992,-72.698163,florianopolis,SC
65194,-12.050511,-42.588701,caxias do sul,RS
65194,-10.103672,-39.155345,caxias do sul,RS
57333,-3.32186,-54.10711,florianopolis,SC
57333,-27.182566,-38.508345,florianopolis,SC
91924,-5.531799,-71.42723,florianopolis,SC
91924,-17.639727,-46.190704,florianopolis,SC
91924,-29.360039,-52.777603,florianopolis,SC
35630,-6.790627,-38.386269,sobral,CE
35630,-5.532055,-59.989627,sobral,CE
35630,-24.514328,-55.344147,sobral,CE
49932,-15.68803,-51.067258,fortaleza,CE
53544,-5.368982,-68.676912,campinas,SP
53544,-17.281921,-50.853038,campinas,SP
53193,-12.650393,-60.851159,cidade 2 rn,RN
95332,-18.898572,-51.850672,caruaru,PE
95332,-3.25379,-52.660883,caruaru,PE
95332,-27.655521,-42.713432,caruaru,PE
49378,-22.562204,-62.361692,cidade 1 pi,PI
49378,-10.182876,-37.233692,cidade 1 pi,PI
36326,-29.755549,-73.531524,ilheus,BA
62198,-13.151447,-50.006491,fortaleza,CE
62198,-29.873967,-44.142253,fortaleza,CE
92955,-19.309601,-61.320626,cidade 2 pi,PI
92955,-24.663575,-65.738159,cidade 2 pi,PI
41775,-6.690174,-72.674348,sobral,CE
41775,-22.511463,-46.394559,sobral,CE
41775,-16.051508,-58.872423,sobral,CE
61502,-2.160023,-57.043348,feira de santana,BA
36188,-6.258326,-65.495327,rio verde,GO
33583,-22.769556,-64.467534,cidade 3 ma,MA
33583,-3.678484,-41.249941,cidade 3 ma,MA
33583,-32.649311,-47.637555,cidade 3 ma,MA
13527,-12.564359,-45.035083,cidade 3 pb,PB
37479,-14.486466,-40.248409,cidade 2 pi,PI
19064,-5.716713,-59.463009,caruaru,PE
98208,-27.041514,-40.951592,cidade 2 rn,RN
98208,-17.954109,-44.717933,cidade 2 rn,RN
98208,-30.291999,-41.949844,cidade 2 rn,RN
49692,-23.640001,-53.144354,sobral,CE
30203,-7.643527,-69.090191,maringa,PR
30203,-1.406036,-45.040695,maringa,PR
19694,-31.680907,-60.173729,cidade 2 es,ES
72814,-26.025003,-65.836058,olinda,PE
72814,-15.702953,-57.819885,olinda,PE
76402,-6.816487,-49.189642,cidade 3 ma,MA
76402,-29.684089,-70.516148,cidade 3 ma,MA
64827,-14.993673,-61.721694,cidade 3 al,AL
64827,-15.831814,-39.26109,cidade 3 al,AL
80373,-31.441694,-37.466243,cidade 2 pa,PA
80373,-26.239338,-36.718959,cidade 2 pa,PA
24335,-26.731229,-38.864582,cidade 1 ma,MA
24335,-12.089775,-47.278526,cidade 1 ma,MA
24335,-30.992455,-71.694525,cidade 1 ma,MA
97122,-8.394276,-63.006525,cidade 3 am,AM
97122,-4.739714,-43.553942,cidade 3 am,AM
90304,-23.015275,-67.681174,rio verde,GO
98797,-26.822536,-57.300867,guarulhos,SP
98797,-24.635934,-47.573356,guarulhos,SP
66420,-6.063068,-57.068973,cidade 2 ms,MS
43913,-33.693629,-50.460924,belo horizonte,MG
77999,-3.55324,-57.450675,maringa,PR
85397,-12.342812,-46.386404,cidade 3 ma,MA
85397,-15.665127,-67.911052,cidade 3 ma,MA
85397,-11.263029,-55.076783,cidade 3 ma,MA
61266,-23.541939,-58.37663,londrina,PR
87147,-8.177045,-72.056842,sobral,CE
87147,-14.645492,-40.222334,sobral,CE
55215,-3.181466,-72.48733,cidade 1 pb,PB
55215,-21.302362,-49.816055,cidade 1 pb,PB
55215,-30.345918,-37.410635,cidade 1 pb,PB
23703,-1.502834,-52.530961,cidade 2 pi,PI
25213,-20.916186,-61.011462,florianopolis,SC
25213,-5.882732,-62.509801,florianopolis,SC
25213,-20.122001,-41.775054,florianopolis,SC
28569,-27.063615,-43.955026,cidade 3 rn,RN
69681,-30.885026,-58.982539,feira de santana,BA
73298,-10.847362,-61.477484,cidade 3 am,AM
73298,-2.552728,-67.247206,cidade 3 am,AM
73298,-9.522874,-69.005385,cidade 3 am,AM
67431,-32.366401,-45.882109,salvador,BA
67431,-12.50061,-73.517513,salvador,BA
67431,-25.769425,-35.701637,salvador,BA
51800,-28.216061,-47.126614,cidade 2 es,ES
25084,-29.7463,-61.179298,rio de janeiro,RJ
25084,-28.153455,-50.647452,rio de janeiro,RJ
25084,-30.826366,-41.871146,rio de janeiro,RJ
94930,-30.687273,-46.715648,campinas,SP
94930,-31.702803,-56.687589,campinas,SP
41970,-7.875998,-53.741587,belo horizonte,MG
30989,-31.163344,-47.696772,cidade 3 pa,PA
30989,-17.18925,-47.248849,cidade 3 pa,PA
70562,-23.754158,-39.892647,feira de santana,BA
70562,-32.742142,-55.749556,feira de santana,BA
92543,-8.423184,-42.038426,londrina,PR
92543,-9.045199,-36.094344,londrina,PR
96154,-17.91655,-37.917038,pelotas,RS
96154,-29.788278,-39.154117,pelotas,RS
96154,-4.672048,-41.766473,pelotas,RS
90492,-7.051101,-60.358522,recife,PE
90492,-30.46105,-65.690278,recife,PE
90492,-20.735578,-66.054979,recife,PE
87621,-5.093471,-65.23188,cidade 2 mt,MT
38153,-10.902969,-66.203049,recife,PE
18200,-18.946695,-60.090379,maringa,PR
18200,-11.493712,-42.086989,maringa,PR
34505,-5.445228,-56.17932,cidade 3 ma,MA
34505,-31.815085,-41.55295,cidade 3 ma,MA
69972,-32.949728,-45.784408,goiania,GO
69972,-21.368124,-57.213806,goiania,GO
74157,-15.108797,-47.555128,contagem,MG
74157,-33.077232,-37.283004,contagem,MG
51078,-28.920153,-70.698563,cidade 3 pa,PA
51078,-32.173727,-53.84574,cidade 3 pa,PA
51078,-20.464853,-60.365868,cidade 3 pa,PA
61451,-26.943331,-58.827279,cidade 3 ma,MA
61451,-2.112497,-54.488709,cidade 3 ma,MA
61451,-5.739614,-48.543284,cidade 3 ma,MA
56135,-31.629202,-47.605716,cidade 2 ma,MA
56135,-33.247796,-44.474963,cidade 2 ma,MA
32613,-27.385532,-56.854292,cidade 3 rn,RN
32613,-24.541865,-40.907903,cidade 3 rn,RN
48986,-14.866919,-43.716227,cidade 3 rn,RN
48986,-32.082284,-73.690983,cidade 3 rn,RN
21108,-15.864793,-47.061821,cidade 3 al,AL
25448,-4.575893,-54.808662,cidade 2 pb,PB
33992,-13.280611,-53.131536,curitiba,PR
33992,-15.889772,-50.736503,curitiba,PR
76954,-11.832818,-49.212079,goiania,GO
76954,-29.01341,-70.724156,goiania,GO
76954,-30.628593,-50.736624,goiania,GO
28070,-15.643271,-40.430356,rio verde,GO
34347,-16.442567,-39.67778,cidade 2 ma,MA
34347,-29.547014,-57.739369,cidade 2 ma,MA
34347,-33.6119,-40.75639,cidade 2 ma,MA
94575,-18.668984,-59.744251,sobral,CE
82733,-9.6537,-69.890444,cidade 1 al,AL
82733,-32.666873,-53.570988,cidade 1 al,AL
28388,-19.502983,-40.970183,caxias do sul,RS
28388,-9.494379,-68.967901,caxias do sul,RS
28388,-29.463292,-50.55333,caxias do sul,RS
91187,-22.918539,-47.072534,caxias do sul,RS
11256,-26.437484,-53.944699,niteroi,RJ
11256,-4.404581,-35.306979,niteroi,RJ
11256,-20.660382,-56.833464,niteroi,RJ
60324,-31.102274,-36.828473,fortaleza,CE
60324,-27.210418,-65.836523,fortaleza,CE
60324,-6.382281,-43.880855,fortaleza,CE
95599,-4.601874,-51.638134,cidade 3 pi,PI
95599,-29.962215,-61.147299,cidade 3 pi,PI
74451,-2.323472,-44.816159,sobral,CE
74451,-11.853337,-57.215013,sobral,CE
74451,-27.809592,-42.560935,sobral,CE
74054,-13.775755,-36.659132,caruaru,PE
74054,-20.034731,-59.437133,caruaru,PE
14044,-5.877854,-39.564454,pelotas,RS
48284,-19.575407,-39.591883,cidade 1 am,AM
48284,-13.478852,-60.701344,cidade 1 am,AM
80465,-26.771713,-69.61027,sao paulo,SP
80465,-28.224928,-70.160511,sao paulo,SP
84140,-25.565805,-46.794735,joinville,SC
84140,-20.34692,-52.981328,joinville,SC
82053,-1.823088,-66.266812,cidade 2 es,ES
82053,-29.776072,-43.237292,cidade 2 es,ES
82053,-32.941196,-66.014095,cidade 2 es,ES
24969,-33.300279,-55.390449,cidade 3 pa,PA
24969,-1.667234,-57.641515,cidade 3 pa,PA
58085,-2.653116,-56.657755,blumenau,SC
58085,-19.298982,-48.652277,blumenau,SC
58085,-24.146523,-46.535996,blumenau,SC
67850,-10.803815,-52.83113,cidade 1 pa,PA
67850,-29.988718,-40.76882,cidade 1 pa,PA
23423,-26.669227,-35.559049,cidade 2 pa,PA
23423,-12.397377,-69.765869,cidade 2 pa,PA
42444,-4.81451,-38.495097,cidade 3 es,ES
68947,-16.151383,-54.756316,florianopolis,SC
68947,-18.484339,-41.782701,florianopolis,SC
68947,-4.634332,-60.161776,florianopolis,SC
67549,-8.844261,-60.588733,florianopolis,SC
41056,-23.675939,-47.885298,cidade 1 mt,MT
87060,-31.959462,-46.349208,maringa,PR
87060,-20.270037,-46.791602,maringa,PR
89988,-15.526181,-57.132739,cidade 3 pb,PB
89988,-9.633635,-52.570436,cidade 3 pb,PB
89988,-8.208746,-62.437622,cidade 3 pb,PB
90760,-31.173732,-61.8602,cidade 1 ms,MS
90760,-28.359484,-44.799202,cidade 1 ms,MS
37124,-7.806814,-41.218737,belo horizonte,MG
37124,-3.914817,-43.526963,belo horizonte,MG
37124,-25.660379,-40.120747,belo horizonte,MG
55982,-32.875986,-59.48601,cidade 3 rn,RN
80617,-6.987594,-68.60817,cidade 3 pa,PA
80617,-10.110216,-35.680901,cidade 3 pa,PA
48356,-3.199001,-57.416173,pelotas,RS
48356,-21.347083,-57.407367,pelotas,RS
48356,-28.628901,-46.019025,pelotas,RS
77425,-5.38263,-41.91645,joinville,SC
22481,-32.108964,-64.660252,cidade 3 pi,PI
22481,-14.097638,-65.532539,cidade 3 pi,PI
22481,-21.559837,-40.471099,cidade 3 pi,PI
17770,-19.03107,-61.724517,uberlandia,MG
17770,-30.632826,-40.182687,uberlandia,MG
26631,-15.654559,-65.963763,cidade 3 pi,PI
26631,-18.547418,-69.129658,cidade 3 pi,PI
26631,-8.762322,-69.521906,cidade 3 pi,PI
42725,-1.844094,-71.750696,cidade 1 es,ES
42447,-26.663904,-38.040838,uberlandia,MG
61472,-32.563904,-45.132632,cidade 3 am,AM
61472,-22.86878,-44.367885,cidade 3 am,AM
92890,-18.281452,-47.148686,sobral,CE
59174,-27.301456,-45.361231,joinville,SC
59174,-29.332729,-36.380549,joinville,SC
22202,-26.879366,-47.925406,sobral,CE
46467,-20.86458,-62.895784,olinda,PE
46467,-19.630549,-59.838138,olinda,PE
69597,-3.593325,-55.331809,cidade 2 pb,PB
69597,-8.160996,-54.4133,cidade 2 pb,PB
69597,-4.437414,-49.572284,cidade 2 pb,PB
86278,-15.963827,-35.267494,cidade 2 pi,PI
86278,-22.406102,-54.327699,cidade 2 pi,PI
86278,-10.943355,-54.678419,cidade 2 pi,PI
22208,-5.296008,-55.709006,guarulhos,SP
22208,-14.934513,-70.564685,guarulhos,SP
22208,-24.259586,-50.487232,guarulhos,SP
93209,-4.068569,-50.376809,cidade 2 es,ES
93209,-24.213212,-71.278877,cidade 2 es,ES
18300,-31.950604,-59.215047,cidade 2 pb,PB
18300,-10.816289,-37.143788,cidade 2 pb,PB
18300,-7.862637,-48.930074,cidade 2 pb,PB
38551,-7.76202,-70.129433,cidade 2 am,AM
38551,-16.293235,-48.512532,cidade 2 am,AM
38551,-6.059644,-43.354252,cidade 2 am,AM
74843,-3.07136,-44.108736,cidade 1 pi,PI
54270,-17.009123,-58.349576,joinville,SC
54270,-16.896751,-57.256752,joinville,SC
54270,-2.33134,-35.483667,joinville,SC
84205,-16.737526,-68.187469,cidade 1 pa,PA
84205,-33.025733,-66.577173,cidade 1 pa,PA
84205,-21.255906,-42.219173,cidade 1 pa,PA
99463,-12.980301,-34.954892,cidade 2 mt,MT
23051,-4.117631,-63.674291,cidade 1 am,AM
23051,-30.578523,-44.383173,cidade 1 am,AM
12134,-9.981024,-34.890197,cidade 2 ms,MS
67840,-6.441833,-34.860474,belo horizonte,MG
67840,-26.498547,-60.711219,belo horizonte,MG
36518,-24.583883,-59.293708,caucaia,CE
36518,-19.577061,-64.175506,caucaia,CE
36518,-1.738941,-44.452552,caucaia,CE
95196,-5.828921,-71.137381,cidade 1 pi,PI
95196,-32.722088,-63.324476,cidade 1 pi,PI
22234,-11.745341,-67.464655,feira de santana,BA
22234,-10.492458,-55.21593,feira de santana,BA
22234,-23.976942,-61.492034,feira de santana,BA
20803,-2.791722,-52.678637,cidade 2 pb,PB
20803,-20.830681,-68.290029,cidade 2 pb,PB
20803,-9.441078,-56.358025,cidade 2 pb,PB
31695,-21.530976,-69.460811,rio verde,GO
31695,-13.135285,-40.376013,rio verde,GO
50043,-24.009312,-61.354144,nova iguacu,RJ
50043,-9.455034,-35.073518,nova iguacu,RJ
66260,-26.378243,-40.635812,cidade 1 es,ES
66260,-22.574323,-66.182508,cidade 1 es,ES
66260,-12.215929,-53.876506,cidade 1 es,ES
22475,-11.608239,-62.006965,cidade 3 pb,PB
20215,-15.082879,-50.985664,campinas,SP
20215,-5.723319,-64.319511,campinas,SP
20215,-3.668766,-66.930336,campinas,SP
78084,-32.670081,-43.950865,belo horizonte,MG
11056,-3.899269,-61.708131,cidade 1 pb,PB
11056,-2.292207,-72.7451,cidade 1 pb,PB
11056,-28.035547,-69.833532,cidade 1 pb,PB
65353,-19.127423,-65.496426,cidade 1 pb,PB
65353,-10.560549,-66.732021,cidade 1 pb,PB
65353,-25.830137,-54.704981,cidade 1 pb,PB
19283,-26.667348,-65.901817,cidade 2 pb,PB
23425,-28.883955,-71.452095,curitiba,PR
23425,-5.132644,-56.702734,curitiba,PR
23425,-7.799355,-51.521328,curitiba,PR
49223,-5.562792,-58.513038,uberlandia,MG
49223,-6.405181,-44.197938,uberlandia,MG
94092,-14.140962,-37.652009,belo horizonte,MG
94092,-7.388803,-45.467162,belo horizonte,MG
18966,-10.199281,-36.292833,cidade 1 pi,PI
18966,-12.970154,-66.953675,cidade 1 pi,PI
89995,-7.354598,-54.545042,cidade 1 pa,PA
56030,-4.877381,-52.708505,cidade 2 pb,PB
56030,-29.391788,-46.196215,cidade 2 pb,PB
29840,-4.535722,-43.924829,cidade 3 es,ES
99989,-10.055096,-54.727836,cidade 3 al,AL
21362,-20.074877,-70.765061,recife,PE
21362,-29.056188,-47.02158,recife,PE
21362,-12.30327,-45.491218,recife,PE
26142,-14.746953,-41.976039,cidade 1 mt,MT
26142,-13.599157,-57.487935,cidade 1 mt,MT
56076,-2.245545,-61.427628,cidade 2 ma,MA
56076,-13.986359,-58.566194,cidade 2 ma,MA
56076,-18.150023,-63.094642,cidade 2 ma,MA
28327,-32.036068,-57.317197,cidade 2 pi,PI
28327,-3.78966,-53.126624,cidade 2 pi,PI
21042,-19.698266,-54.059029,maringa,PR
21042,-28.438044,-43.786911,maringa,PR
21042,-6.320887,-56.629517,maringa,PR
88644,-11.209604,-56.361459,maringa,PR
88644,-30.5821,-39.325495,maringa,PR
13515,-29.727805,-71.325872,cidade 2 es,ES
13515,-14.619354,-36.074185,cidade 2 es,ES
49537,-12.519865,-50.242508,cidade 3 rn,RN
49537,-30.909634,-59.054348,cidade 3 rn,RN
49537,-9.705055,-73.859292,cidade 3 rn,RN
76784,-13.127043,-73.843531,maringa,PR
76784,-28.168211,-56.752536,maringa,PR
48737,-8.671725,-45.100515,caxias do sul,RS
48737,-23.813483,-66.743193,caxias do sul,RS
74865,-1.709406,-62.552363,cidade 1 ms,MS
74865,-27.370689,-46.55365,cidade 1 ms,MS
74865,-33.356704,-50.188418,cidade 1 ms,MS
75481,-17.527013,-44.390665,goiania,GO
75481,-20.132565,-43.281055,goiania,GO
79243,-20.016631,-36.697497,cidade 1 ms,MS
79243,-6.778128,-61.876095,cidade 1 ms,MS
57329,-30.867955,-44.074652,cidade 1 mt,MT
57329,-16.241355,-52.676587,cidade 1 mt,MT
57329,-10.037542,-41.363957,cidade 1 mt,MT
60703,-12.668591,-54.875289,cidade 1 al,AL
60703,-24.922742,-46.126542,cidade 1 al,AL
60703,-11.129498,-73.598584,cidade 1 al,AL
65163,-14.923764,-67.375576,cidade 3 mt,MT
65163,-15.84107,-37.479202,cidade 3 mt,MT
65163,-17.51101,-72.897719,cidade 3 mt,MT
32645,-27.013369,-59.54838,rio verde,GO
32645,-2.365539,-45.04854,rio verde,GO
32645,-17.836855,-59.509662,rio verde,GO
12187,-23.115957,-46.327717,cidade 1 am,AM
12187,-4.726412,-39.225148,cidade 1 am,AM
44365,-33.56251,-68.29651,cidade 1 ma,MA
62163,-2.907857,-62.644301,curitiba,PR
62163,-33.116483,-54.143948,curitiba,PR
62163,-26.51326,-68.031249,curitiba,PR
75673,-2.095595,-59.407907,cidade 3 pa,PA
75673,-25.3445,-68.499364,cidade 3 pa,PA
62727,-20.99851,-44.478634,cidade 2 am,AM
62727,-11.341476,-59.298023,cidade 2 am,AM
80471,-15.22456,-41.12244,nova iguacu,RJ
20957,-21.753257,-45.000688,cidade 2 ms,MS
20957,-12.889174,-64.812602,cidade 2 ms,MS
36633,-8.825928,-68.007945,ilheus,BA
36633,-2.781906,-57.404209,ilheus,BA
80305,-7.603216,-63.998443,cidade 1 pi,PI
93138,-19.8604,-66.0239,ilheus,BA
93138,-15.759445,-42.406354,ilheus,BA
99267,-31.781751,-36.293672,cidade 3 am,AM
99267,-31.73416,-68.250519,cidade 3 am,AM
99267,-23.48915,-43.694059,cidade 3 am,AM
67342,-16.639866,-44.266389,cidade 2 ms,MS
67342,-24.887411,-49.307614,cidade 2 ms,MS
67342,-12.535663,-64.543808,cidade 2 ms,MS
17589,-6.634523,-49.946991,cidade 1 es,ES
17589,-14.221633,-48.170732,cidade 1 es,ES
17589,-9.254281,-43.0533,cidade 1 es,ES
25202,-9.285928,-49.939067,londrina,PR
17212,-25.761593,-66.248458,sobral,CE
96252,-16.678472,-41.879569,ilheus,BA
11660,-17.150499,-52.328521,cidade 1 es,ES
11660,-7.974108,-53.489648,cidade 1 es,ES
11660,-8.153167,-68.048611,cidade 1 es,ES
11487,-29.734841,-56.406196,cidade 3 es,ES
11487,-15.699607,-45.751204,cidade 3 es,ES
11487,-2.473515,-69.892396,cidade 3 es,ES
78551,-22.440459,-44.857385,caxias do sul,RS
78551,-25.641967,-72.447628,caxias do sul,RS
43980,-14.216315,-46.106146,cidade 3 pa,PA
43980,-13.813044,-55.135034,cidade 3 pa,PA
43980,-2.210138,-64.795788,cidade 3 pa,PA
45227,-22.074935,-69.442357,porto alegre,RS
45227,-14.202659,-72.919935,porto alegre,RS
45227,-3.273597,-63.904024,porto alegre,RS
13847,-20.654831,-47.824441,cidade 1 es,ES
13847,-3.675181,-37.56966,cidade 1 es,ES
13847,-27.998738,-38.369776,cidade 1 es,ES
45649,-10.292215,-71.651217,feira de santana,BA
45649,-20.954073,-67.879888,feira de santana,BA
45649,-10.456533,-57.934466,feira de santana,BA
85582,-19.684377,-52.996905,cidade 2 pa,PA
85582,-4.68616,-56.323636,cidade 2 pa,PA
85582,-19.476152,-44.926794,cidade 2 pa,PA
69663,-7.648836,-52.852598,cidade 2 ms,MS
69663,-20.350066,-56.573131,cidade 2 ms,MS
75484,-26.30587,-50.371422,cidade 1 pa,PA
